model,domain,run,entropy,perplexity,repeat_rate,switch_rate,load_cv,load_entropy,gini,settling_time,oscillation,latency_ms,text,phase
Nomadic_NoErr,math,0,0.15961171646525302,1.0574968574520727,0.11111111111111116,0.125,1.0198039025655863,1.3425775411282619,0.3333333333499999,7.8,0.0,196.690155775509,24를 6으로 나누면 4이다. 4를 6으로 나누면 2이다. 2를 6으로 나누면 1이다. 더 이상 나눌 수 없다. 1이 나머지가,stable
Vanilla,math,1,0.7845970667258371,1.6148995940310111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.31692071431743,24를 6으로 나누면 4라는 나머지가 남는다. 24에서 6을 뺀 18이 4가 된다. 더 이상 빼 줄 수가 없기 때문이다. 나머지 0만 남,stable
Nomadic_Blind,math,1,0.11997497650362601,1.0663645277133027,0.6666666666666667,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,161.82018636732673,"24를 6으로 나누면 4가 나온다.

24를 6으로 나누면 4가 나온다.

24를 6으로 나누면 4가 나온다.

24를",stable
Nomadic_Full,math,1,0.4668080139686035,1.614814060294437,0.0,0.425,0.44300112863350866,0.9829167524825078,-0.11666666663875014,2.2941176470588234,0.07894736842105263,259.55832004086807,"24를 6으로 나누면 4이다. 4는 2의 제곱이다.

그래서 2의 제곱인 4를 6으로 나눈다. 4이다.

2를 6으로",stable
MoD,math,1,0.10323802302371073,1.0433813446326967,0.7142857142857143,0.475,0.552268050817943,0.926506602989533,-0.0333333333075001,2.0526315789473686,0.07894736842105263,275.5220922244545,24를 6으로 나누면 4이다. 24를 6으로 나누면 4이다. 24를 6으로 나누면 4이다. 24를 6으로 나누면 ,stable
ECR,math,1,0.4777977594465483,1.1811406171736125,0.06666666666666665,0.575,1.2644168614189062,1.374604845674486,0.4000000000149999,1.6956521739130435,0.18421052631578946,302.2242537550409,"24를 6으로 나누면 4이다. 따라서 4가 남는다.

24를 7로 나누면 3이다. 7이다. 따라서 3이 남는다.

24를 ",stable
Sigma_MoE,math,1,0.19017716212685176,1.2433030373127731,0.33333333333333337,0.5,0.8689073597622475,1.068508967620851,0.1500000000212499,1.85,0.13157894736842105,939.5344834897978,24를 6으로 나누면 4이다. 1이다.이다. 0이다.이다. 1이다.이다. 0이다.이다. 1이다.이다. 0이다.이다.,stable
BiLevel_MoE,math,1,0.18497116039979128,1.1855423523050435,0.33333333333333337,0.3,1.0541584320363389,0.5354967952198819,0.20000000001999996,3.25,0.15789473684210525,236.7086163061203,24를 6으로 나누면 4라는 몫이 나온다. 24를 6으로 나눈 몫 4이다. 24를 6으로 나눈 몫 4이다. ,stable
RoutingFree_MoE,math,1,0.2966254258637491,1.1083632126782057,0.46153846153846156,0.95,0.4472135954440562,1.4650609205445742,0.010000000024749767,1.0,0.0,390.0991979795918,24를 6으로 나누면 4이다. 따라서 4이다. 4이다. 4이다. 4이다. 4이다. 4이다. 4이다. 4이다. 4이다,stable
Nomadic_NoDx,math,1,0.21873719792060772,1.4669727241929542,0.06666666666666665,0.15,1.558845726656105,0.3487803845180286,0.425000000014375,6.0,0.07894736842105263,196.99689187747973,"24를 6으로 나누면 4가 나오죠.

그렇다면 4를 2로 나누면 2가 나옵니다.

2를 2로 나누면 1이 나오죠.

",stable
Nomadic_NoEnv,math,1,0.13188469047167922,1.2023943706434497,0.06666666666666665,0.1,0.899999999955,0.1985152431458726,-0.04999999997375015,6.75,0.05263157894736842,186.35922665300907,"24를 6으로 나누면 4가 나온다.

6을 4로 나누면 12가 나온다.

12를 4로 나누면 3이 나온다.

3을 ",stable
Nomadic_NoErr,math,1,0.15961171646525302,1.0574968574520727,0.11111111111111116,0.125,1.0198039025655863,1.3425775411282619,0.3333333333499999,7.8,0.0,197.93018218367752,24를 6으로 나누면 4이다. 4를 6으로 나누면 2이다. 2를 6으로 나누면 1이다. 더 이상 나눌 수 없다. 1이 나머지가,stable
Vanilla,math,2,0.80596741194895,1.6485448909941625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.79574606121918,24를 6으로 나누면 4가 나머지가 남는다. 1이 덧셈 결과에 추가된다. 24가 23이 된다. 0만 남는 것이다. 더할 수가 없다,stable
Nomadic_Blind,math,2,0.11997497650362601,1.0663645277133027,0.6666666666666667,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,163.26824851020484,"24를 6으로 나누면 4가 나온다.

24를 6으로 나누면 4가 나온다.

24를 6으로 나누면 4가 나온다.

24를",stable
Nomadic_Full,math,2,0.15530341677358547,1.2217494848111248,0.1875,0.35,0.35881750233327175,1.0372165871167396,-0.14999999997125002,2.7857142857142856,0.02631578947368421,238.9090870612043,24를 6으로 나누면 4이다. 따라서 4이다. 24를 6으로 나눈 나머지는 0이다. 따라서 0이다. 24를 6으로 나눈 몫,stable
MoD,math,2,0.10323802302371073,1.0433813446326967,0.7142857142857143,0.475,0.552268050817943,0.926506602989533,-0.0333333333075001,2.0526315789473686,0.07894736842105263,273.5717743673042,24를 6으로 나누면 4이다. 24를 6으로 나누면 4이다. 24를 6으로 나누면 4이다. 24를 6으로 나누면 ,stable
ECR,math,2,0.711628200171981,1.4616427216293966,0.0,0.7,1.1291589788660186,1.4688508744645654,0.36428571430160717,1.3928571428571428,0.2894736842105263,327.84308855101403,"24를 6으로 나누면 4라는 나머지가 남는다.

12를 3으로 나눈다. 4가 나머지 없이 나뉜다.

3을 1로 뺀다. 2",stable
Sigma_MoE,math,2,0.16496189518775167,1.2629828362478497,0.5,0.725,0.5338539125481802,1.2573145828836803,0.012500000024687319,1.3448275862068966,0.23684210526315788,935.7734793469419,24를 6으로 나누면 4이다. 4이다. 6이다. 4이다. 4이다. 6이다. 4이다. 6이다. 4이다. 6이다.,stable
BiLevel_MoE,math,2,0.13933242944188534,1.5154628272819388,0.25,0.35,0.8448372623724273,0.7493057470876672,0.10000000002249987,2.7857142857142856,0.10526315789473684,246.27110310208008,24를 6으로 나누면 4임을 알 수 있다. 24를 6으로 나눈 나머지가 0임을 알 수 있다. 또한 24를 6으로 나눈 몫이 4,stable
RoutingFree_MoE,math,2,0.4623777365752176,1.1734468464067396,0.375,0.9,0.7044501400217672,1.9769101055790388,0.25000000001875,1.0555555555555556,0.07894736842105263,378.03552102039765,"24를 6으로 나누면 4이다. 따라서 4이다.

24를 6으로 나누어 몫 4이다. 따라서 4이다.

24를 6으로 나누면 4",stable
Nomadic_NoDx,math,2,0.11997497650362601,1.0663645277133027,0.6666666666666667,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,163.472315795899,"24를 6으로 나누면 4가 나온다.

24를 6으로 나누면 4가 나온다.

24를 6으로 나누면 4가 나온다.

24를",stable
Nomadic_NoEnv,math,2,0.15109741476828056,1.097474616657029,0.5,0.1,0.899999999955,0.1985152431458726,-0.04999999997375015,6.75,0.05263157894736842,184.09393214289815,24를 6으로 나누면 4가 나온다. 4를 6으로 나누면 0이 나온다. 4를 6으로 나누면 0이 나온다. 4를 6으로,stable
Nomadic_NoErr,math,2,0.3569756149938617,1.476815236282049,0.125,0.2,0.29154759471311026,1.3472084817280237,-0.11249999997218763,4.875,0.02631578947368421,211.3282839999723,"24를 6으로 나누면 4이다. 즉, 24를 6으로 나누었을 때의 나머지는 4이다.

24를 6으로 나눈 결과 4이다. 나머지가",stable
Vanilla,math,0,0.37293814455164237,1.2805695526705863,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,153.0643952399987,The square root of 144 is 12. which means 12 is a perfect square. 14 = 1 * 14. 14 = 2 * 7. 14 = ,stable
Nomadic_Blind,math,0,0.047041659510097776,1.1159707826789316,0.7307692307692308,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,157.82921604004514,The square root of 144 is 12. The square root of 144 is 12. The square root of 144 is 12. The square root of 144 is ,stable
Nomadic_Full,math,0,0.18862657260989998,1.4942849182907778,0.12121212121212122,0.2,0.5499999999725,0.5331638405372986,-0.22499999996937525,4.875,0.05263157894736842,203.17553765999037,"The square root of 144 is 12.

To calculate the square root of a number, we find a value that, when multiplied by itself, gives the original number. For 144, the square root is",stable
MoD,math,0,0.16724968699480514,1.141063388996215,0.3870967741935484,0.675,0.37416573864933167,1.0296530137645736,-0.13333333330499997,1.4444444444444444,0.18421052631578946,312.71654867996403,The square root of 144 is 12. The square root of 64 is 8. The square root of 25 is 5. The square root of 4 is 2. The square root of,stable
ECR,math,0,0.39044104584590966,1.1990117167400833,0.09090909090909094,0.325,1.7392527127882393,0.9862707774612169,0.5142857142978572,2.769230769230769,0.0,239.67980976005492,The square root of 144 is 12. 12 multiplied by 12 is 144. 144 is 14 multiplied by 10. 10 is 10 multiplied,stable
Sigma_MoE,math,0,0.1296976752854185,1.2569184740552721,0.21739130434782605,0.8,0.5244044240195253,1.4736044181630454,0.09000000002274988,1.21875,0.18421052631578946,912.5158491000184,The square root of 144 is 12. 12 * 12 = 144. 144 is the perfect square of 12. 12 * 12 = 1,stable
BiLevel_MoE,math,0,0.10920324679083719,1.042544075948933,0.2222222222222222,0.475,0.6010407639634873,0.8570050645778207,-0.04999999997375015,2.0526315789473686,0.10526315789473684,272.7096707199962,The square root of 144 is 12. This means that 14 squared is 196. The square root of 16 is 4. This means that 16 squared is 256,stable
RoutingFree_MoE,math,0,0.3838842163191657,1.168318567233882,0.17391304347826086,0.9,0.6103277806493614,1.9797658206073336,0.2277777777970833,1.0833333333333333,0.0,371.2703826800134,"The square root of 144 is 12. 12 * 12 equals 144. Therefore, the square root of 14 is 12. 14 - 12 equals ",stable
Nomadic_NoDx,math,0,0.1228207099343234,1.0739181494687728,0.16129032258064513,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,159.28029290000268,"The square root of 144 is 12.

To find the square root of 144, we need to find a number that, when multiplied by itself, gives us 144. The square root of",stable
Nomadic_NoEnv,math,0,0.09994999713030353,1.2141470134883383,0.2666666666666667,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,160.78470819993527,"The square root of 144 is 12.

To find the square root of 144, we can use a calculator or a mathematical method. The square root of 144 is 12. This",stable
Nomadic_NoErr,math,0,0.19815625115128782,1.162676291082335,0.09999999999999998,0.3,0.6254998001129276,0.9139426129864532,-0.01666666664125005,3.25,0.07894736842105263,223.0341211600171,"The square root of 144 is 12.

To find the square root of 144, we need to determine the number that, when multiplied by itself, gives us 144. The square of ",stable
Vanilla,math,1,0.6272406653366488,1.846010420867026,0.06060606060606055,0.0,0.0,0.0,0.0,0.0,0.0,152.83787148000556,"The square root of 144 is 12.

Finding the square root of a number involves identifying a pair of numbers that, when multiplied together, result in the original number. Since 12 × 12 equals ",stable
Nomadic_Blind,math,1,0.18071180016671096,1.1842121622529616,0.16129032258064513,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,159.70540080001228,"The square root of 144 is 12.

To find the square root of 144, we need to determine which number when multiplied by itself gives us 144. The square root of 14",stable
Nomadic_Full,math,1,0.27569024609735887,1.568456314344134,0.03703703703703709,0.4,0.5208166663609303,0.9697897303214839,-0.0666666666400002,2.4375,0.10526315789473684,251.43655113999557,"The square root of 144 is 12. This means that 12 multiplied by itself equals 144. In simpler terms, 12 times 12 equals 144. The decimal representation of",stable
MoD,math,1,0.16832914448323866,1.1910643814166728,0.30000000000000004,0.5,0.6828250141361712,0.875561435145061,0.016666666691249943,1.95,0.10526315789473684,275.14017941997736,"The square root of 144 is 12.

To find the square root of 144, we can use a calculator or a calculator app. The square root of 144 is 12. This",stable
ECR,math,1,0.30295734958890536,1.1119665843038544,0.24,0.55,0.8477912477846846,1.202044555437903,0.2500000000187499,1.7727272727272727,0.10526315789473684,292.3386838599981,"The square root of 144 is 12. Since 12^2 equals 144, it verifies the square root of 14.

The square root of 14 is 12. This",stable
Sigma_MoE,math,1,0.17775965664048035,1.0920166211891205,0.2222222222222222,0.675,1.0124228364139658,1.3641536965621455,0.3250000000168749,1.4444444444444444,0.18421052631578946,920.0328199400246,"The square root of 144 is 12.

The square root of 144 is 12. This means that 12 is the number that, when multiplied by itself, gives 144.",stable
BiLevel_MoE,math,1,0.11856560183672711,1.1932480301159392,0.0,0.4,0.6745368781110118,0.8237197312118312,0.033333333357499884,2.4375,0.10526315789473684,252.00229736001344,"The square root of 144 is 12. This means that 12 is the number that, when multiplied by itself, gives 144. In other words, 12 times 12 equals 1",stable
RoutingFree_MoE,math,1,0.2891715939686037,1.2331156278029587,0.04761904761904767,0.95,0.6461423990206222,2.0093056267772016,0.22222222224166666,1.0263157894736843,0.0,382.5466040200263,The square root of 144 is 12. 12 is 12. 18 is 18. 25 is 5. 36 is 6. 49 is 7,stable
Nomadic_NoDx,math,1,0.1738830331666458,1.1089055013148366,0.16666666666666663,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,160.73327608006366,"The square root of 144 is 12.

To find the square root of 144, we need to determine which number, when multiplied by itself, gives us 144. The square root of ",stable
Nomadic_NoEnv,math,1,0.10600713279039742,1.0559572600268157,0.06666666666666665,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,159.95630814002652,"The square root of 144 is 12.

To find the square root of 144, we need to find a number that, when multiplied by itself, gives us 144. In this case,",stable
Nomadic_NoErr,math,1,0.13366915163074453,1.1622175821796454,0.16129032258064513,0.3,0.6254998001129276,0.9139426129864532,-0.01666666664125005,3.25,0.07894736842105263,233.14342437995947,"The square root of 144 is 12.

To determine the square root of 144, we need to find a number that, when multiplied by itself, gives us 144. The square root of",stable
Vanilla,math,2,0.476280369394226,1.336102248695552,0.08571428571428574,0.0,0.0,0.0,0.0,0.0,0.0,152.84135432004405,"The square root of 144 is 12.

To find the square root of a number, we need to find a value that, when multiplied by itself, gives the original number. In this case, the square of ",stable
Nomadic_Blind,math,2,0.17778214313210505,1.1804121001455086,0.19999999999999996,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,159.65465198001766,"The square root of 144 is 12.

To find the square root of 144, we need to determine which number when multiplied by itself gives 144. The square root of 144",stable
Nomadic_Full,math,2,0.18496107066463333,1.1432721186774835,0.4444444444444444,0.55,0.5099019513082883,1.224068337605115,0.025000000024374858,1.7727272727272727,0.05263157894736842,286.9119215599494,The square root of 144 is 12. This means that 12 squared equals 144. The square root of 144 is 12. This means that 12 squared equals 1,stable
MoD,math,2,0.2918393363199324,1.3928228354231895,0.36,0.625,0.33726843905550585,1.035194017609452,-0.16666666663750007,1.56,0.13157894736842105,300.08606351999333,The square root of 144 is 12. The square root of 576 is 24. The square root of 500 is 22.59. The square root of 62,stable
ECR,math,2,0.2649375179963954,1.111684198350604,0.3214285714285714,0.4,1.140175424956616,1.019039868172691,0.37000000001574995,2.4375,0.10526315789473684,253.87275752000278,The square root of 144 is 12. The square root of 169 is 13. The square root of 25 is 5. The square root of 81 is 9. The,stable
Sigma_MoE,math,2,0.12964470495791744,1.1910483337373112,0.3846153846153846,0.6,0.9974968670133754,1.3847244161884085,0.30000000001749993,1.5833333333333333,0.13157894736842105,717.4906401718317,The square root of 144 is 12. <strong>x</strong>. <strong>x</strong>. <strong>x</strong>. <strong>x</strong>. <strong>x</strong>. <strong>x</strong>. <strong>x</strong>. ,stable
BiLevel_MoE,math,2,0.10920324679083719,1.042544075948933,0.2222222222222222,0.475,0.6010407639634873,0.8570050645778207,-0.04999999997375015,2.0526315789473686,0.10526315789473684,274.1275078599574,The square root of 144 is 12. This means that 14 squared is 196. The square root of 16 is 4. This means that 16 squared is 256,stable
RoutingFree_MoE,math,2,0.3595913940893297,1.141010630121167,0.5,0.975,0.4999999999375,1.4418519331710722,0.050000000023749935,1.0,0.0,383.2557647000067,The square root of 144 is 12. 12 12. 12 12. 12 12. 12 12. 12 12. ,stable
Nomadic_NoDx,math,2,0.1228207099343234,1.0739181494687728,0.16129032258064513,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,159.56042116005847,"The square root of 144 is 12.

To find the square root of 144, we need to find a number that, when multiplied by itself, gives us 144. The square root of",stable
Nomadic_NoEnv,math,2,0.12736439603778643,1.075912699211297,0.16129032258064513,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,158.0810249199567,"The square root of 144 is 12.

To find the square root of 144, we need to find a number that, when multiplied by itself, gives us 144. The square root of",stable
Nomadic_NoErr,math,2,0.14914668650630955,1.1360775639664467,0.06896551724137934,0.325,0.5208166663609303,0.9540178242376006,-0.04999999997375015,3.0,0.10526315789473684,235.19831368001178,"The square root of 144 is 12.

To find the square root of 144, we look for a number that, when multiplied by itself, equals 144. The number is 12",stable
Vanilla,math,0,0.4095514729293427,1.5633953269784238,0.16129032258064513,0.0,0.0,0.0,0.0,0.0,0.0,141.89708738888805,"If x + 5 = 12, then x = 7.
x + 8 = 10, so x = 2.
x + 3 = 7, resulting in x = 4.
x + 6",stable
Nomadic_Blind,math,0,0.23606514209129328,1.301936762062235,0.2222222222222222,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,147.4077569074089,"If x + 5 = 12, then x = 7.

If 5x = 25, then x = 5.

If 3x = 12, then x = 4.

If 4x",stable
Nomadic_Full,math,0,0.2636217529454826,1.4986323132779693,0.05555555555555558,0.3,0.8306623862087412,0.9925904268457021,0.20000000001999996,3.25,0.05263157894736842,205.90675317862406,"If x + 5 = 12, then x = 7.

To solve for x in the equation <em>x + 5 = 12</em>, we need to isolate x on one side of the equation. Adding 5 to both",stable
MoD,math,0,0.2126505446862983,1.1194171495064187,0.4,0.525,0.548862459961339,0.9072077260064948,-0.0666666666400002,1.8571428571428572,0.10526315789473684,258.45558118520853,"If x + 5 = 12, then x = 7.

If x + 7 = 12, then x = 5.

If x + 12 = 12, then x = 0.

If",stable
ECR,math,0,0.4615282727216254,1.1832468232791526,0.2068965517241379,0.725,0.8124038403011153,1.7732930836979086,0.30000000001749993,1.3448275862068966,0.13157894736842105,324.0307811372308,"If x + 5 = 12, then x =  11. If 2x - 3 = 7, then x = 5. If 3 * 4 = 12, then x = 3",stable
Sigma_MoE,math,0,0.3101928300361599,1.2378137187183824,0.25,0.6,0.9591663044707105,1.6979206967290121,0.3437500000164062,1.375,0.05263157894736842,849.8884184259455,"If x + 5 = 12, then x = 7. In other words, x is 7.

For example, if x = 5, then x + 5 equals 10.

For example, if x = ",stable
BiLevel_MoE,math,0,0.15555806466849326,1.1349938260969443,0.32499999999999996,0.4,0.6010407639634873,0.8570050645778207,-0.04999999997375015,2.4375,0.10526315789473684,225.6829456491687,"If x + 5 = 12, then x = 7. <strong>Solving</strong> an equation involves finding the value of the variable that makes the equation true.

Solving an equation involves finding the value of the variable",stable
RoutingFree_MoE,math,0,0.4573147365503246,1.4375410608216073,0.48275862068965514,0.95,0.6800735252837556,1.9967557242868734,0.2277777777970833,1.0263157894736843,0.10526315789473684,332.6201349310426,"If x + 5 = 12, then x = 7. This satisfies the equation. <strong>True</strong>.

If x + 5 = 12, then x = 7. This satisfies the equation. <strong>True</strong>.",stable
Nomadic_NoDx,math,0,0.15467537408638327,1.1440639856339319,0.2962962962962963,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,148.15338394449404,"If x + 5 = 12, then x = 7.

If 2x = 12, then x = 6.

If 3x = 12, then x = 4.

If 4x",stable
Nomadic_NoEnv,math,0,0.09227435677326187,1.0624580643938688,0.6774193548387097,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,148.0848839074261,"If x + 5 = 12, then x = 7.

If x + 5 = 12, then x = 7.

If x + 5 = 12, then x = 7.

If x",stable
Nomadic_NoErr,math,0,0.20120057751687473,1.2125187677186586,0.11111111111111116,0.275,0.7044501401274347,0.8088161630683142,0.050000000023749935,3.5454545454545454,0.05263157894736842,203.9919803518623,"If x + 5 = 12, then x = 7.

To solve the equation x + 5 = 12, we need to isolate x on one side of the equation. First, let's subtract 5 from both sides",stable
Vanilla,math,1,0.7070598351652734,1.4525743037809553,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,142.2090702777765,"If x + 5 = 12, then x = 7.

If 3x = 18, then x = 6.

If 12 - x = 7, then x = 5.

If 5",stable
Nomadic_Blind,math,1,0.1649889620701865,1.1223892629281154,0.3666666666666667,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,148.01554979627932,"If x + 5 = 12, then x = 7.

If 12 - x = 5, then x = 7.

If 12 - x = 7, then x = 5.

If ",stable
Nomadic_Full,math,1,0.24590770891791564,1.389874956179432,0.07692307692307687,0.2,0.4677071733116646,0.9743147525693494,-0.08333333330625026,4.875,0.02631578947368421,193.2434652592713,"If x + 5 = 12, then x = 7.

The equation can be represented as x + 5 = 12. To solve for x, we need to isolate x on one side of the equation. We can do this",stable
MoD,math,1,0.2727681973076392,1.2837600421121935,0.4242424242424242,0.575,0.548862459961339,0.9072077260064948,-0.0666666666400002,1.6956521739130435,0.21052631578947367,269.0560737036894,"If x + 5 = 12, then x = 7. So, the equation x + 5 = 12 is true for x = 7.

If x + 5 = 12, then x = 7.",stable
ECR,math,1,0.3601117654471636,1.22028557416688,0.19354838709677424,0.55,1.253993620210346,1.1923266632126774,0.3916666666818749,1.6363636363636365,0.07894736842105263,268.7196545000377,"If x + 5 = 12, then x = 7. In this case x is 7.

If 3x = 15, then x = 5. In this case x is 5.

If 4x",stable
Sigma_MoE,math,1,0.19175480549395946,1.205864874074538,0.1282051282051282,0.85,0.6224949798060623,1.602566174783508,0.175000000020625,1.1470588235294117,0.13157894736842105,846.6870353888764,"If x + 5 = 12, then x = 7.

To solve for x in the equation x + 5 = 12, we need to isolate x. Subtract 5 from both sides of the equation to get x by itself",stable
BiLevel_MoE,math,1,0.3170183389746285,1.4882651308998156,0.22580645161290325,0.425,0.835912674802331,0.7684262648770738,0.08333333335624993,2.2941176470588234,0.15789473684210525,243.47456012960552,"If x + 5 = 12, then x = 7. In other words, x is 7.

If x = 7, then x + 5 is 12. In other words, 12.

To solve",stable
RoutingFree_MoE,math,1,0.8204126137905405,1.5667998349763363,0.06451612903225812,0.975,0.6194755845288112,2.021187594749052,0.21666666668625,1.0,0.13157894736842105,358.27924246297226,"If x + 5 = 12, then x = 7.

The number 5 added to 12 equals 17.

The number 17 is divided by 2 to get 8.

The number 8 is",stable
Nomadic_NoDx,math,1,0.26902105261348475,1.3675143778784398,0.0,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,148.4776967962615,"If x + 5 = 12, then x = 7.

If 2x + 1 = 11, then 2x = 10.

If 4x - 3 = 17, then ",stable
Nomadic_NoEnv,math,1,0.3275980587494562,1.2991275641004678,0.13793103448275867,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,148.49819151849832,"If x + 5 = 12, then x = 7.

If 3x + 2 = 15, then x = 5.

If 2x - 4 = 10, then x = 8",stable
Nomadic_NoErr,math,1,0.23165360573736896,1.1534904095030551,0.1282051282051282,0.225,0.5820223362974891,0.9137323023676868,-0.01666666664125005,4.333333333333333,0.05263157894736842,193.40422427773808,"If x + 5 = 12, then x = 7.

To find the value of x when x + 5 = 12, we can solve for x by isolating it on one side of the equation.

Starting with x +",stable
Vanilla,math,2,0.49332059239213777,1.5074403083806243,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,141.67753566666593,"If x + 5 = 12, then x = 7. To find x + 2 = 10, then x = 8. To find x + 3 = 11, then x = 8. To find x",stable
Nomadic_Blind,math,2,0.2717681864749477,1.2537576694969037,0.0,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,147.99486048145306,"If x + 5 = 12, then x = 7.

If 2x + 3 = 11, then 2x = 8.

If 3x - 7 = 21, then 3",stable
Nomadic_Full,math,2,0.250582459211323,1.1994430235223505,0.08108108108108103,0.25,0.39843443623284813,1.0168704997772613,-0.11666666663875014,3.9,0.0,202.41460599997177,"If x + 5 = 12, then x = 7.

To solve for x in the equation 3x + 5 = 12, we need to isolate x on one side of the equation. To do this, we can",stable
MoD,math,2,0.35478116068289006,1.638310611130942,0.3125,0.55,0.4949747467934602,0.948915435595399,-0.09999999997250009,1.7727272727272727,0.13157894736842105,264.1880780185467,"If x + 5 = 12, then x = 7. If x - 8 = 5, then x = 13. If x = 15, then x - 5 = 10. If x = ",stable
