model,prompt_head,entropy,load_cv,load_entropy,oscillation,settling_time,state
Sigma_MoE,소수(素數)란 무엇인가. 그것은 고독처럼 오직 자기 자신으로만 나누어지는,0.8253863096237183,0.7245688371283298,2.0501335236204596,0.05263157894736842,1.21875,hybrid
BiLevel_MoE,Solve the Fibonacci sequence using dynam,0.4497565656900406,0.9918417211694803,0.6327150708697842,0.05263157894736842,3.9,equilibrium
BiLevel_MoE,"The derivative of beauty, mathematically",1.1184961438179015,0.49117206757287457,0.9656553695895361,0.07894736842105263,2.6,equilibrium
BiLevel_MoE,Write a Python function that captures th,0.7442282617092133,0.7044501401274347,0.8088161630683142,0.15789473684210525,2.1666666666666665,equilibrium
BiLevel_MoE,If consciousness were a recursive algori,0.2948191198054701,0.7656696414982525,0.7375081629249736,0.02631578947368421,2.7857142857142856,equilibrium
BiLevel_MoE,소수(素數)란 무엇인가. 그것은 고독처럼 오직 자기 자신으로만 나누어지는,0.760218620300293,0.7382411529563019,0.7909873501355755,0.13157894736842105,2.7857142857142856,equilibrium
RoutingFree_MoE,Solve the Fibonacci sequence using dynam,1.60150146484375,0.7158910529669475,2.1615475673870903,0.05263157894736842,1.1142857142857143,hybrid
RoutingFree_MoE,"The derivative of beauty, mathematically",2.101038360595703,0.771362430814951,2.1513961361412886,0.05263157894736842,1.0833333333333333,hybrid
RoutingFree_MoE,Write a Python function that captures th,2.8125,0.3464101612366473,1.3321790398101223,0.3333333333333333,1.0,equilibrium
RoutingFree_MoE,If consciousness were a recursive algori,2.6369485294117645,0.4241825027212924,2.3131536776336343,0.13333333333333333,1.2307692307692308,hybrid
RoutingFree_MoE,소수(素數)란 무엇인가. 그것은 고독처럼 오직 자기 자신으로만 나누어지는,0.7966537475585938,1.101703226523567,1.9291715427569278,0.05263157894736842,1.054054054054054,hybrid
Nomadic_NoDx,Solve the Fibonacci sequence using dynam,0.12526558635481974,0.0,-1.000000082690371e-10,0.0,40.0,equilibrium
Nomadic_NoDx,"The derivative of beauty, mathematically",0.23210721012225122,0.6982120020662599,1.7039783657419139,0.21052631578947367,1.4615384615384615,hybrid
Nomadic_NoDx,Write a Python function that captures th,0.37471326123486504,1.0781929325076172,1.1360931488507968,0.02631578947368421,2.375,equilibrium
Nomadic_NoDx,If consciousness were a recursive algori,0.4739155236631632,0.9746794343590613,1.1942761613356787,0.21052631578947367,1.7727272727272727,equilibrium
Nomadic_NoDx,소수(素數)란 무엇인가. 그것은 고독처럼 오직 자기 자신으로만 나누어지는,0.12662311433290369,1.4439529076749698,0.5086351818547048,0.0,3.142857142857143,equilibrium
Nomadic_NoEnv,Solve the Fibonacci sequence using dynam,0.17525899381240667,0.0,-1.000000082690371e-10,0.0,40.0,equilibrium
Nomadic_NoEnv,"The derivative of beauty, mathematically",0.6263488773732035,1.5362291493048814,1.1522733376090388,0.13157894736842105,2.235294117647059,equilibrium
Nomadic_NoEnv,Write a Python function that captures th,0.5043434383698695,0.7382411529009338,1.5420714321018936,0.10526315789473684,1.8095238095238095,hybrid
Nomadic_NoEnv,If consciousness were a recursive algori,0.11982018781613471,1.098294131687153,1.109483115029241,0.13157894736842105,2.0526315789473686,equilibrium
Nomadic_NoEnv,소수(素數)란 무엇인가. 그것은 고독처럼 오직 자기 자신으로만 나누어지는,0.14754599793814122,1.3081475450970017,0.23317260207386986,0.0,7.333333333333333,equilibrium
Nomadic_NoErr,Solve the Fibonacci sequence using dynam,1.0176220655441284,1.0368220675367832,1.1094957987570178,0.05263157894736842,2.6923076923076925,equilibrium
Nomadic_NoErr,"The derivative of beauty, mathematically",0.5414671003818512,0.8774964386075877,1.4599473841788915,0.15789473684210525,1.52,equilibrium
Nomadic_NoErr,Write a Python function that captures th,0.7346396595239639,1.1800423719435882,1.1904150103997635,0.05263157894736842,2.6,equilibrium
Nomadic_NoErr,If consciousness were a recursive algori,0.6532389322916666,0.5773502688047255,1.2424533244940001,0.0,1.6666666666666667,equilibrium
Nomadic_NoErr,소수(素數)란 무엇인가. 그것은 고독처럼 오직 자기 자신으로만 나누어지는,0.6466121528297663,0.6324555319546189,1.4441386693131946,0.10526315789473684,1.6956521739130435,equilibrium
