model,domain,phase,prompt,mean_entropy,std_entropy,perplexity,repeat_rate,switch_rate,mean_dx
Vanilla,language,transition,The road not taken reminds us that,2.0302828470865886,0.2083380558430478,4.396291405410891,0.057971014492753624,0.0,0.0
Vanilla,language,transition,기억이란 결국,2.207451883951823,0.0634745738418958,6.763617671280801,0.037037037037037014,0.0,0.0
Vanilla,language,transition,"When the last star fades,",2.2763264973958335,0.16170769293800075,6.223623637171998,0.0148148148148148,0.0,0.0
Vanilla,language,transition,변하지 않는 것들에 대한 믿음은,1.9203323364257814,0.43315889674614566,6.880044353683933,0.12925170068027214,0.0,0.0
DynamicTemp,math,stable,24를 6으로 나누면,0.34786612790784815,0.051949497051583644,1.4429307325728473,0.07092198581560283,0.0,0.523364138361846
DynamicTemp,math,stable,The square root of 144 is,0.6696389228105545,0.059464538793017246,2.0756340580902464,0.13043478260869565,0.0,0.45318892775103453
DynamicTemp,math,stable,"If x + 5 = 12, then x =",0.4947688686661422,0.14150510323709184,1.6795912537915185,0.15032679738562094,0.0,0.43251637713983654
DynamicTemp,math,stable,원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는,0.6286773363749186,0.286249447690783,2.190922388291647,0.16393442622950818,0.0,0.48307282288248343
DynamicTemp,math,stable,"등차수열 2, 5, 8, 11의 다음 항은",0.27494892075450883,0.037532784716732444,1.5245006546261288,0.0,0.0,0.547153650679522
DynamicTemp,math,stable,The limit of (sin x)/x as x→0 is,0.7086409131685892,0.06463879950121919,1.9821114427429392,0.006410256410256425,0.0,0.4270209522141764
DynamicTemp,math,stable,2^10 =,0.6652148673931757,0.2816641295771714,2.230909782915436,0.17829457364341086,0.0,0.47209644110407684
DynamicTemp,math,stable,"행렬 [[1,0],[0,1]]의 행렬식(determinant)은",0.566785108877553,0.4366148851948867,1.6815083287973172,0.0,0.0,0.44323198066817393
DynamicTemp,math,stable,The sum of angles in a hexagon is,0.34745851904153824,0.04681099425453246,1.312939785326788,0.36111111111111116,0.0,0.37493885622049367
DynamicTemp,math,stable,e^0 =,0.7695218880971272,0.22969535132379676,2.4025891019813046,0.19379844961240314,0.0,0.4542780296566586
DynamicTemp,code,stable,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    ",0.3921110312143961,0.08912787409128697,1.516142374122272,0.1428571428571429,0.0,0.5118115559147555
DynamicTemp,code,stable,"const greeting = (name) => `Hello,",0.8415887514750162,0.2284606673227552,3.0004470572975674,0.108843537414966,0.0,0.5873358712065965
DynamicTemp,code,stable,"try:
    result = 10 / 0
except ZeroDivisionError:",0.6935929993788402,0.11674326313433063,2.320284773814374,0.1393939393939394,0.0,0.4958639718747387
DynamicTemp,code,stable,<html><body><h1>Hello</h1></body></,0.6129897637618241,0.2828706939478778,2.6382990039054817,0.12820512820512822,0.0,0.48267399941881495
DynamicTemp,code,stable,"df = pd.DataFrame({'a': [1,2,3]})
df['b'] = df['a'",0.32582687536875404,0.10892621199018176,1.2942599472161076,0.2645502645502646,0.0,0.5505041819997133
DynamicTemp,code,stable,"from collections import Counter
Counter('aabbcc') ",0.14479021579027176,0.02667259322129782,1.109674080615821,0.28758169934640526,0.0,0.5008960548516673
DynamicTemp,code,stable,"with open('file.txt', 'r') as f:
    content =",0.4833084836602211,0.1774641394028854,1.625461397567823,0.3333333333333333,0.0,0.5501560693597033
DynamicTemp,code,stable,"import re
re.findall(r'\d+', 'abc123def456') ==",0.3084591257626251,0.20362783086315758,1.4125511034976457,0.35824915824915826,0.0,0.5097629389225541
DynamicTemp,code,stable,threading.Thread(target=worker).start()  #,0.6108755757504454,0.31953604028169386,1.8480188574660774,0.39333333333333337,0.0,0.5263513822853566
DynamicTemp,code,stable,"np.linspace(0, 1, 5) ==",0.28675421634688975,0.030166152004613637,1.3366963777706469,0.3986928104575163,0.0,0.4918871989939362
DynamicTemp,language,transition,"바람이 부는 날, 그는 오래된 편지를",1.1604392051696777,0.08008998407831139,3.216450027930881,0.05769230769230771,0.0,0.5009761167069277
DynamicTemp,language,transition,The paradox of freedom is that,0.9996620814005532,0.02311378524927548,3.006585020891041,0.022222222222222216,0.0,0.4591631355384986
DynamicTemp,language,transition,만약 내가 다시 태어난다면,1.075864736487468,0.3762876143250601,3.703112453290128,0.2978723404255319,0.0,0.47533043523629503
DynamicTemp,language,transition,"In the silence between words, there is",0.9306702454884848,0.26448874365079644,2.4623125121938294,0.2624113475177305,0.0,0.4636852372127274
DynamicTemp,language,transition,존재한다는 것의 의미를 묻는다면,0.9559090932210287,0.2619998201713014,3.254481394582967,0.13071895424836602,0.0,0.40848873431483906
DynamicTemp,language,transition,"고요한 새벽, 그녀는 창밖을 바라보며",1.137159283955892,0.19119220018036878,3.207777032377443,0.08176100628930816,0.0,0.46543032145127655
DynamicTemp,language,transition,The road not taken reminds us that,1.1394946780055761,0.30834869144322524,3.3369052970408344,0.23913043478260868,0.0,0.46402972778305407
DynamicTemp,language,transition,기억이란 결국,1.257816449056069,0.033183245777632785,3.2852746653460723,0.06666666666666665,0.0,0.45255766355743016
DynamicTemp,language,transition,"When the last star fades,",0.8294117753704389,0.3204767917523602,2.2877334179893385,0.2814814814814815,0.0,0.40695155287782353
DynamicTemp,language,transition,변하지 않는 것들에 대한 믿음은,1.0239498128493627,0.27309652386981176,3.303938564863492,0.2585034013605442,0.0,0.45022814267625416
StaticLoRA,math,stable,24를 6으로 나누면,0.30428387212256586,0.13831365662565137,1.2603094395222039,0.14184397163120568,0.0,0.0
StaticLoRA,math,stable,The square root of 144 is,0.1261112799247106,0.0080789801209648,1.0394023895482476,0.0,0.0,0.0
StaticLoRA,math,stable,"If x + 5 = 12, then x =",0.23913033207257586,0.1255742233570668,1.224925596090811,0.36601307189542487,0.0,0.0
StaticLoRA,math,stable,원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는,0.901000193754832,0.2132962959087582,2.073916274713913,0.08196721311475408,0.0,0.0
StaticLoRA,math,stable,"등차수열 2, 5, 8, 11의 다음 항은",0.07299597933888435,0.0,1.030661752896659,0.06896551724137934,0.0,0.0
StaticLoRA,math,stable,The limit of (sin x)/x as x→0 is,0.7890482743581136,0.17993390793546382,1.5913675064038593,0.17458521870286578,0.0,0.0
StaticLoRA,math,stable,2^10 =,0.2623345784842968,0.030264449676781404,1.138223199166912,0.20155038759689922,0.0,0.0
StaticLoRA,math,stable,"행렬 [[1,0],[0,1]]의 행렬식(determinant)은",0.44094638029734295,0.16012825093371372,1.3063389011742403,0.367816091954023,0.0,0.0
StaticLoRA,math,stable,The sum of angles in a hexagon is,0.8961661418279011,0.3901409581424028,2.0195737799956244,0.22916666666666666,0.0,0.0
StaticLoRA,math,stable,e^0 =,0.15238272150357565,0.01460348120906897,1.054772154063131,0.3023255813953489,0.0,0.0
StaticLoRA,code,stable,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    ",0.4006199369827906,0.04141266885282778,1.1941667236105271,0.0687830687830688,0.0,0.0
StaticLoRA,code,stable,"const greeting = (name) => `Hello,",0.5408999788490209,0.1301593751099497,1.4079698828903389,0.11133233781317405,0.0,0.0
StaticLoRA,code,stable,"try:
    result = 10 / 0
except ZeroDivisionError:",0.9277726570765177,0.18778754583969992,1.662672224666581,0.1333333333333334,0.0,0.0
StaticLoRA,code,stable,<html><body><h1>Hello</h1></body></,0.804604943593343,0.38336749565626976,1.8172524141767121,0.18589743589743588,0.0,0.0
StaticLoRA,code,stable,"df = pd.DataFrame({'a': [1,2,3]})
df['b'] = df['a'",0.26720542907714845,0.03837844820931679,1.0617721662560726,0.291005291005291,0.0,0.0
StaticLoRA,code,stable,"from collections import Counter
Counter('aabbcc') ",0.27941446987291174,0.08013774364662761,1.149190505548633,0.37254901960784315,0.0,0.0
StaticLoRA,code,stable,"with open('file.txt', 'r') as f:
    content =",0.6102989090813531,0.09870980086348795,1.4512464443836406,0.26429831191735953,0.0,0.0
StaticLoRA,code,stable,"import re
re.findall(r'\d+', 'abc123def456') ==",0.26897296259800596,0.0358945292158219,1.130650529456449,0.40606060606060607,0.0,0.0
StaticLoRA,code,stable,threading.Thread(target=worker).start()  #,0.8073164621988932,0.12860409210175686,1.5332369485592865,0.18000000000000002,0.0,0.0
StaticLoRA,code,stable,"np.linspace(0, 1, 5) ==",0.27260618042200807,0.04547655920784428,1.2090838991723807,0.23006535947712417,0.0,0.0
StaticLoRA,language,transition,"바람이 부는 날, 그는 오래된 편지를",1.8390340169270833,0.1879122653094722,3.16755641576086,0.0641025641025641,0.0,0.0
StaticLoRA,language,transition,The paradox of freedom is that,1.307005944351355,0.40559764968390755,2.902425762180391,0.17777777777777773,0.0,0.0
StaticLoRA,language,transition,만약 내가 다시 태어난다면,1.4743062729636829,0.21688576907104173,3.088325123483783,0.16312056737588654,0.0,0.0
StaticLoRA,language,transition,"In the silence between words, there is",1.1423897584279379,0.20989380753806977,2.1465048910084694,0.24113475177304966,0.0,0.0
StaticLoRA,language,transition,존재한다는 것의 의미를 묻는다면,1.2572823524475096,0.331406158401726,1.944921638383575,0.29411764705882354,0.0,0.0
StaticLoRA,language,transition,"고요한 새벽, 그녀는 창밖을 바라보며",2.114131546020508,0.07876449160742736,5.4310215636273655,0.03144654088050314,0.0,0.0
StaticLoRA,language,transition,The road not taken reminds us that,1.5460066477457683,0.13324998269908464,2.402161876805769,0.0,0.0,0.0
StaticLoRA,language,transition,기억이란 결국,1.8883397420247396,0.08601749641907795,4.47784827508779,0.044612794612794625,0.0,0.0
StaticLoRA,language,transition,"When the last star fades,",1.7328079223632813,0.3716328855144242,3.07418381274697,0.13333333333333333,0.0,0.0
StaticLoRA,language,transition,변하지 않는 것들에 대한 믿음은,1.3322966257731121,0.09966566491123428,2.5921556155379792,0.1836734693877551,0.0,0.0
FixedRouting,math,stable,24를 6으로 나누면,0.6724648197491964,0.35680760180432797,1.4116880999126675,0.23404255319148937,0.0,0.0
FixedRouting,math,stable,The square root of 144 is,0.32696625507604854,0.08520350341470426,1.2566677408103502,0.19815092453773117,0.0,0.0
FixedRouting,math,stable,"If x + 5 = 12, then x =",0.4307482022692073,0.04278485009310211,1.3021023792477002,0.013071895424836591,0.0,0.0
FixedRouting,math,stable,원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는,0.8071443027920194,0.10306574888969092,1.6366809943340968,0.0774134790528233,0.0,0.0
FixedRouting,math,stable,"등차수열 2, 5, 8, 11의 다음 항은",0.5982712766224587,0.14094397390025676,1.3982263453489947,0.06896551724137934,0.0,0.0
FixedRouting,math,stable,The limit of (sin x)/x as x→0 is,0.6405568848053614,0.17285430714563352,1.4598239337442729,0.21153846153846156,0.0,0.0
FixedRouting,math,stable,2^10 =,0.29311057365223786,0.028872814232415858,1.2410337507989129,0.11683277962347727,0.0,0.0
FixedRouting,math,stable,"행렬 [[1,0],[0,1]]의 행렬식(determinant)은",0.3032025615374247,0.010616985856527891,1.1667221600648665,0.3735632183908046,0.0,0.0
FixedRouting,math,stable,The sum of angles in a hexagon is,0.3151021614439628,0.02558370970123867,1.167976492905158,0.20138888888888887,0.0,0.0
FixedRouting,math,stable,e^0 =,0.655215048789978,0.24415362146940903,1.4303587669114606,0.3255813953488372,0.0,0.0
FixedRouting,code,stable,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    ",0.2597209827353557,0.07459641805627622,1.131748771136537,0.06878306878306883,0.0,0.0
FixedRouting,code,stable,"const greeting = (name) => `Hello,",0.5439680258433025,0.02955983073146938,1.4056268112363923,0.08163265306122451,0.0,0.0
FixedRouting,code,stable,"try:
    result = 10 / 0
except ZeroDivisionError:",0.6941482416975001,0.22581102570694359,1.4629120505208428,0.0909090909090909,0.0,0.0
FixedRouting,code,stable,<html><body><h1>Hello</h1></body></,0.03312280774116516,0.0,1.0006054485094822,0.0,0.0,0.0
FixedRouting,code,stable,"df = pd.DataFrame({'a': [1,2,3]})
df['b'] = df['a'",0.16160613569761473,0.06603624345736152,1.1758675622618144,0.04336329984135375,0.0,0.0
FixedRouting,code,stable,"from collections import Counter
Counter('aabbcc') ",0.30616014121721186,0.11109043696562648,1.225546329354206,0.22222222222222224,0.0,0.0
FixedRouting,code,stable,"with open('file.txt', 'r') as f:
    content =",0.20844572981198628,0.05570229833741001,1.0648440843807636,0.3271604938271605,0.0,0.0
FixedRouting,code,stable,"import re
re.findall(r'\d+', 'abc123def456') ==",0.19838639448086418,0.008647304881039741,1.1649751807421491,0.4121212121212121,0.0,0.0
FixedRouting,code,stable,threading.Thread(target=worker).start()  #,0.6052642244431707,0.18737099669496393,1.2270754803728539,0.020000000000000018,0.0,0.0
FixedRouting,code,stable,"np.linspace(0, 1, 5) ==",0.21172757083425506,0.018638174594031436,1.1189646110143479,0.1515151515151515,0.0,0.0
FixedRouting,language,transition,"바람이 부는 날, 그는 오래된 편지를",0.4565196315447489,0.058631648338062545,1.2274819999618485,0.3141025641025641,0.0,0.0
FixedRouting,language,transition,The paradox of freedom is that,0.4474175977831086,0.1751240465150213,1.4178382218202443,0.007407407407407418,0.0,0.0
FixedRouting,language,transition,만약 내가 다시 태어난다면,0.8332722345987955,0.19253636259962356,1.9765438588913564,0.20629047178538393,0.0,0.0
FixedRouting,language,transition,"In the silence between words, there is",0.5852097095302796,0.1305086608130685,1.7010288733214123,0.0,0.0,0.0
FixedRouting,language,transition,존재한다는 것의 의미를 묻는다면,0.6702969451745351,0.20675966480093427,1.3870157349789982,0.2745098039215686,0.0,0.0
FixedRouting,language,transition,"고요한 새벽, 그녀는 창밖을 바라보며",0.6614749034245809,0.09571290493805765,1.4519438689356854,0.220125786163522,0.0,0.0
FixedRouting,language,transition,The road not taken reminds us that,0.6348649222869426,0.09611234818783719,1.4628816092009416,0.057971014492753624,0.0,0.0
FixedRouting,language,transition,기억이란 결국,0.7600816408793131,0.1950185635956457,1.6150575421922335,0.19130434782608696,0.0,0.0
FixedRouting,language,transition,"When the last star fades,",0.6136672751179764,0.1296560551114085,1.3141241700111397,0.09629629629629632,0.0,0.0
FixedRouting,language,transition,변하지 않는 것들에 대한 믿음은,0.9072605450948079,0.30521006195185285,1.7497134264519936,0.23880385487528344,0.0,0.0
Nomadic_NoDx,math,stable,24를 6으로 나누면,0.06266562012590952,0.007669145040812474,1.055996864303981,0.1914893617021277,0.0,0.0
Nomadic_NoDx,math,stable,The square root of 144 is,0.030868809654549134,0.01405322272859572,1.0222628111967407,0.0,0.0,0.0
Nomadic_NoDx,math,stable,"If x + 5 = 12, then x =",0.09181598495943144,0.032930489997504066,1.1084043098088194,0.1895424836601307,0.0,0.0
Nomadic_NoDx,math,stable,원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는,0.23798010861826077,0.07908582230748833,1.257723381546741,0.13114754098360656,0.0,0.0
Nomadic_NoDx,math,stable,"등차수열 2, 5, 8, 11의 다음 항은",0.0207741093008056,0.00830554982802055,1.0289689842554266,0.022988505747126447,0.0,0.0
Nomadic_NoDx,math,stable,The limit of (sin x)/x as x→0 is,0.13966837677627247,0.031257246872945864,1.186072606353661,0.31410256410256415,0.0,0.0
Nomadic_NoDx,math,stable,2^10 =,0.048222645922410025,6.938893903907228e-18,1.0190143804441483,0.5116279069767442,0.0,0.0
Nomadic_NoDx,math,stable,"행렬 [[1,0],[0,1]]의 행렬식(determinant)은",0.06069278448282952,0.015319661730030172,1.04724062450768,0.3735632183908046,0.0,0.0
Nomadic_NoDx,math,stable,The sum of angles in a hexagon is,0.178017478475766,0.03777564948110587,1.1506605170199584,0.18055555555555555,0.0,0.0
Nomadic_NoDx,math,stable,e^0 =,0.034361311853326096,0.00850804628479888,1.0311435764385957,0.20930232558139536,0.0,0.0
Nomadic_NoDx,code,stable,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    ",0.07659720165095134,0.018110863569561004,1.0873711684473495,0.10582010582010581,0.0,0.0
Nomadic_NoDx,code,stable,"const greeting = (name) => `Hello,",0.18628109258504488,0.051979448650062085,1.2573992535750396,0.1700680272108844,0.0,0.0
Nomadic_NoDx,code,stable,"try:
    result = 10 / 0
except ZeroDivisionError:",0.2895394881602802,0.05842670402076326,1.399167763224917,0.16363636363636366,0.0,0.0
Nomadic_NoDx,code,stable,<html><body><h1>Hello</h1></body></,0.26597029534759775,0.029414414289540496,1.322525432673946,0.05769230769230771,0.0,0.0
Nomadic_NoDx,code,stable,"df = pd.DataFrame({'a': [1,2,3]})
df['b'] = df['a'",0.02817735079884187,0.0,1.0142937770422944,0.31746031746031744,0.0,0.0
Nomadic_NoDx,code,stable,"from collections import Counter
Counter('aabbcc') ",0.14915301698907296,0.02126387664041188,1.2443722619687894,0.12418300653594772,0.0,0.0
Nomadic_NoDx,code,stable,"with open('file.txt', 'r') as f:
    content =",0.12185831834685372,0.015456221457094825,1.1693943721589115,0.30864197530864196,0.0,0.0
Nomadic_NoDx,code,stable,"import re
re.findall(r'\d+', 'abc123def456') ==",0.04258970528323599,0.009562940329456888,1.0868179722409985,0.38181818181818183,0.0,0.0
Nomadic_NoDx,code,stable,threading.Thread(target=worker).start()  #,0.12602006868659066,0.038509211836284925,1.1658024115882069,0.25482993197278914,0.0,0.0
Nomadic_NoDx,code,stable,"np.linspace(0, 1, 5) ==",0.06888238330265972,0.00862657536087046,1.056861042156819,0.3071895424836601,0.0,0.0
Nomadic_NoDx,language,transition,"바람이 부는 날, 그는 오래된 편지를",0.06234796076407948,0.00532564000062508,1.0619971266570085,0.4551282051282051,0.0,0.0
Nomadic_NoDx,language,transition,The paradox of freedom is that,0.2063453070487565,0.03701582215517125,1.3138096733336306,0.2814814814814815,0.0,0.0
Nomadic_NoDx,language,transition,만약 내가 다시 태어난다면,0.34653054337199296,0.02720914770369458,1.3894035751912834,0.20567375886524822,0.016666666666666666,0.0
Nomadic_NoDx,language,transition,"In the silence between words, there is",0.24847766319550804,0.11632922680027517,1.2606231366354892,0.1843971631205674,0.025000000000000005,0.0
Nomadic_NoDx,language,transition,존재한다는 것의 의미를 묻는다면,0.3586780880601144,0.02792743217741788,1.5606393197639383,0.2026143790849673,0.008333333333333333,0.0
Nomadic_NoDx,language,transition,"고요한 새벽, 그녀는 창밖을 바라보며",0.19612298070827264,0.033835111089226655,1.2155090256433743,0.22641509433962262,0.0,0.0
Nomadic_NoDx,language,transition,The road not taken reminds us that,0.11790499139810451,0.004359479198452682,1.0922055294847315,0.02898550724637679,0.0,0.0
Nomadic_NoDx,language,transition,기억이란 결국,0.24741618425937137,0.06685280515753385,1.3644432676093967,0.2888888888888889,0.0,0.0
Nomadic_NoDx,language,transition,"When the last star fades,",0.2144592070763025,0.032831958197828325,1.194869762702029,0.0,0.0,0.0
Nomadic_NoDx,language,transition,변하지 않는 것들에 대한 믿음은,0.15626231654014855,0.023391873786542006,1.210826265905113,0.38095238095238093,0.025000000000000005,0.0
